personLabel	aliasLabel
Agrippina the Younger	Gareth John Evans	False
Émile Borel	Culen mac Illuilb	False
Émile Borel	Culén mac Illduilb	False
Émile Borel	Culen mac Illduilb	False
Léopold Sédar Senghor	Culen mac Idulb	False
Adam Struzik	Cuilén Ring mac Illuilb	False
Halldór Ásgrímsson	Cuilen Ring mac Illuilb	False
Thomas Theodore Crittenden	Cuilén mac Illduilb	False
Josip Jelačić	Cuilén mac Ilduilb	False
William Pitt, 1st Earl of Chatham	Cuilén mac Iduilf	False
William Pitt, 1st Earl of Chatham	Cuilen mac Iduilf	False
William Pitt, 1st Earl of Chatham	Cuilén mac Iduilb	False
William Pitt, 1st Earl of Chatham	Cuilen mac Iduilb	False
William Pitt, 1st Earl of Chatham	Cuilén Hringr	False
William Pitt, 1st Earl of Chatham	Cuilen Hringr	False
William Pitt, 1st Earl of Chatham	Cuilen	False
William Pitt, 1st Earl of Chatham	Cuilean, King of Alba	False
William Pitt, 1st Earl of Chatham	Sergey Georgyevich Gorshkov	False
William Pitt, 1st Earl of Chatham	Pengdehuai	False
Melina Mercouri	Peng Te-huai	False
François Arago	Peng De Huai	False
Julian Szymański	Paang Dak-waai	False
Julian Szymański	Paahng Dakwaaih	False
Julian Szymański	Culen	False
Julian Szymański	Sherrod Campbell Brown	False
Agrippina the Younger	gru	False
Anna Lindh	John Mary Lynch	False
Maria Luisa of Savoy	Dehuai Peng	False
Tatyana Lebedeva	Charles Timothy Hagel	False
Agrippina the Elder	"""Charles Timothy """"Chuck"""" Hagel"""	False
Agrippina the Elder	Mohammad Amin Rasulzadeh	False
Agrippina the Elder	Mehmet Emin Resulzade	False
Agrippina the Elder	Benedetto Alfieri Conte	False
Agrippina the Elder	Charlotte French	False
Raisa Gorbacheva	Earle Chester Clements	False
Raisa Gorbacheva	Aleksander Tsolov Tsankov	False
Raisa Gorbacheva	Roy Elmer Ayers	False
Mikhail Ivanovich Kalinin	Elias Johnston Carr	False
Mikhail Ivanovich Kalinin	John Rawson Carroll	False
Cai Lun	Grigory Alekseyevich Rapota	False
Cai Lun	Grigory Alekseevich Rapota	False
Messalina	Boris Viktorovich Savinkov	False
Messalina	Yuko Sato	False
Mikhail Ivanovich Kalinin	Thoraya Ahmed Obaid	False
Nayef Hawatmeh	Marcin Wojciech Libicki	False
Harold G. Mosier	Yelena Berezhnaya	False
Prince Edward, Duke of Edinburgh	Elena Viktorovna Berezhnaya	False
Prince Edward, Duke of Edinburgh	Elena Berezhnaia	False
Prince Edward, Duke of Edinburgh	Anne Legendre Armstrong	False
Prince Edward, Duke of Edinburgh	Ranariddh	False
Prince Edward, Duke of Edinburgh	Wendell Hampton Ford	False
Prince Edward, Duke of Edinburgh	Wendell H Hampton Ford	False
Prince Edward, Duke of Edinburgh	Flavius Ardaburius Asparus	False
Prince Edward, Duke of Edinburgh	Flavius Ardabur Aspar	False
Prince Edward, Duke of Edinburgh	Asparus	False
Scott Brown	William Augustus Newell	False
Ferdinand I of Austria	Joseph Karl of Austria	False
Ferdinand I of Austria	Joseph Karl Ludwig of Austria	False
Ferdinand I of Austria	Archduke Joseph Karl Ludwig of Austria	False
Ferdinand I of Austria	Ivar Arne Skulstad	False
John R. Walsh	Ichijou Sanetsune	False
Louis Althusser	Ichijo Sanetsune	False
Hugo Grotius	Ruffin Golson Pleasant	False
Louis Althusser	Ruffin G. Pleasant	False
Buenaventura Durruti	Henry Luse Fuqua	False
Buenaventura Durruti	Nero Julius Caesar Germanicus	False
Buenaventura Durruti	Luther Hartwell Hodges	False
Go-Sakuramachi	Sir Khwaja Nazimuddin	False
Go-Sakuramachi	Thuraya bint Ahmed bin Obeid bin Mohammed Obeid	False
Hassan al-Banna	Karin Cecilie Kullmann Five	False
Hassan al-Banna	Karin Cecilie Kullmann	False
Peter Aldous	Enrique Ortez Colindres	False
Victor Amadeus II of Savoy	Gamal Al Din Muhammad Hosni El Sayed Mubarak	False
Justin I	Luke P. Blackburn	False
Cecil Williams	Albert George Schmedeman	False
Hugo Grotius	Galla Lupanio	False
Hassan Wirajuda	Thomas MacDonald Waller	False
Justin I	Sir Francis Fleming	False
Justin II	William, the younger Beckford	False
Victor Amadeus II of Savoy	William Thomas Beckford	False
Arthur Henderson	W Beckford	False
Hugo Grotius	Beckfd	False
Cleopatra of Macedon	Becford	False
Cleopatra of Macedon	Anil Dhirubhai Ambani	False
Scott Brown	Anil D. Ambani	False
Hugo Grotius	Keith Claudius Mitchell	False
Prince Edward, Duke of Edinburgh	Keith Claudius Issac Mitchell	False
Constantine III	Don Juan José of Austria (1629–1679)	False
Constantine III	Stefan Fule	False
Tansu Çiller	John Hugo Aronson	False
Ferdinand I of Austria	Beckford	False
Ferdinand I of Austria	Thomas Welles Bartley	False
Ferdinand I of Austria	Norberto Rafael Ceresole	False
Ferdinand I of Austria	Mohammad Ali Abtahi	False
Ferdinand I of Austria	Karl Fritjof Rolvaag	False
Ferdinand I of Austria	Nelson Dingley Jr.	False
Ferdinand I of Austria	John Aloysius Costello	False
Ferdinand I of Austria	Carl Milliken	False
Patrick Blackett, Baron Blackett	Carl Elias Milliken	False
Kyösti Kallio	Pyotr Mikhaylovich Nikiforov	False
Valentina Vezzali	Pyotr Mikhailovich Nikiforov	False
Zeno	Marcus Valerius Romulus	False
Zeno	Jared Young Sanders Sr.	False
Andrei Gromyko	Jared Y. Sanders Sr.	False
Lee Huan	Jared Sanders	False
Caroline Kennedy	Reginald Stephen Garfield Todd	False
Caroline Kennedy	Magnus Ernst, Graf von Dönhoff	False
J. George Stewart	Thomas Lowry Young	False
Carole Montillet	Roberta Alma Anastase	False
Danny Alexander	Richard Montgomery Young	False
Danny Alexander	Kasper D(o)enhoff	False
Joachim I. von Alvensleben	Kaspar Dönhoff	False
Pehr Evind Svinhufvud	Soheib Ben Cheikh	False
Pehr Evind Svinhufvud	Sir Garfield Todd	False
Pehr Evind Svinhufvud	Toussaint-Antoine-Rodolphe Laflamme	False
Béla Szende	Jared Young Sanders	False
Béla Szende	Robert Samuel Kerr	False
Valerie Jarrett	Prince Golicyn	False
Risto Ryti	Prince Gallitzin	False
Irene Palaiologina of Trebizond	Prince Galizyn	False
Costas Simitis	Prince Galitzin	False
Alfredo Sánchez Monteseirín	Prince D.M. Golitsyn	False
Gianni Rivera	Dmitry Mikhaylovich Golitsyn	False
Dianne Feinstein	Demetrius Michalowitsch von Gallitzin	False
Dianne Feinstein	Pilar Juliana S. Cayetano	False
Dianne Feinstein	Pilar Cayetano	False
Mona Sahlin	Carl T. Curtis	False
Eustachy Sapieha	Carl Curtis	False
Eustachy Sapieha	Ollie Murray James (1871-1918)	False
Donald Rumsfeld	Tom Mabry	False
Alexander Ragoza	Witold Wojciech Czarnecki	False
Joan II of Navarre	Andrey Sannikov	False
Licinius	Leticia Ramos	False
Margaret of Anjou	Millicent Garrett	False
Margaret of Anjou	Millicent Fawcett	False
Margaret of Anjou	Dame Millicent Garrett Fawcett	False
Axel Oxenstierna	Hubert Marie Eugène Pierlot	False
Axel Oxenstierna	Hubert Marie Eugene Pierlot	False
Axel Oxenstierna	Haydee Santamaria Cuadrado	False
Jorge Amado	Jozef Wybicki	False
Isabella of Hainault	Hjalmar Strömberg	False
Miguel Ángel Cámara	Hjalmar Fridolf Strömberg	False
Sergei Bubka	Hjalmar Fridolf Siilasvuo	False
Sergei Bubka	Ewa Wanda Wolak	False
Sergei Bubka	Bert Manfred Fernald	False
Sergei Bubka	Tomasz Robert Garbowski	False
Sven Hedin	Richard Hill	False
Svein Ludvigsen	Charles Crisp	False
Siad Barre	Charles Gyude Bryant	False
Zuzana Roithová	Thomas Jewett Mabry	False
Irene Palaiologina of Trebizond	Raymond Arthur Chung	False
Irene Palaiologina of Trebizond	Arthur Raymond Chung	False
Heinrich Brüning	Daniel Robert Glickman	False
Jacques Hébert	Thomas Mabry	False
Jacques Hébert	Natalia Yuriivna Korolevska	False
Ahmed Sékou Touré	Leticia Valdez Ramos-Shahani	False
Sven Hedin	Andrey Sannikaw	False
Gertrude Bell	Andrey Alyehavich Sannikaw	False
Gertrude Bell	Andrei Olegovich Sannikov	False
Archibald Hill	Sayid Nuri al Sa'id	False
Archibald Hill	Jacek Eugeniusz Falfus	False
Archibald Hill	Felix Gouin	False
Étienne Gnassingbé Eyadéma	Amos Walker Barber	False
Javier Solana	Eric Ruuth (1746-1820)	False
Javier Solana	Michael Bradley Enzi	False
Hubert Humphrey	Shibasaburō Kitazato	False
Hubert Humphrey	Shibasaburō Kitasato	False
Hubert Humphrey	Kitazato Shibasaburō	False
Coretta Scott King	Jacinto Octavio Picon	False
Mortimer R. Proctor	Irvine Alan Stewart Laidlaw, Baron Laidlaw	False
Charles G. Dawes	Charles Armington Robins	False
Charles G. Dawes	Andre Marty	False
Charles G. Dawes	Gurmai Zita	False
Karim Massimov	Donald William Samuelson	False
Karim Massimov	Hua Huang	False
Karim Massimov	J.A. Schouten	False
Karim Massimov	Lord Alfred Henry Paget	False
Longin Pastusiak	Aleksei Stanislavovich Eliseev	False
Apollo Milton Obote	Pauline Christine Wilhelmine of Anhalt-Bernburg	False
José de Espronceda	Larissa Tahireh Giddings	False
José de Espronceda	Carl Duane Pursell	False
José de Espronceda	Cadwallader Colden Washburn	False
Édith Cresson	Maurice Nawalagmba Yaméogo	False
Coretta Scott King	Louis Vitet	False
I. L. Patterson	Lucius Salvius Otho Titianus	False
Jean-Bertrand Aristide	Rodolphus, king of Burgundy	False
Yuan Shikai	Ne-maat Hap	False
Yuan Shikai	Krzysztof Bogdan Lipiec	False
Yuan Shikai	Joanna Katarzyna Skrzydlewska	False
Yuan Shikai	Archduke Rainer the Elder	False
Yuan Shikai	Archduke Rainer of Austria	False
Yuan Shikai	Renato Guttuzo	False
Yuan Shikai	Renato Gotuso	False
Yuan Shikai	Renate Guttoso	False
Yuan Shikai	Aldo Renato Guttuso	False
Yuan Shikai	Lorrin Alanson Cooke	False
Archduchess Gisela of Austria	Antoine Jacques Claude Joseph Boulay de la Meurthe	False
Archduchess Gisela of Austria	Mary Claire Cheney	False
Bhimrao Ramji Ambedkar	Constantino Dominic Chiwenga	False
Bhimrao Ramji Ambedkar	Constantino Chiwenga	False
Bhimrao Ramji Ambedkar	Alfredo Oscar Saint-Jean	False
Bhimrao Ramji Ambedkar	Cadwallader Washburn	False
Bhimrao Ramji Ambedkar	John Rice Carter	False
Bhimrao Ramji Ambedkar	Jose Figueroa Alcorta	False
Bhimrao Ramji Ambedkar	Hotephirnebty	False
Bhimrao Ramji Ambedkar	Jadwiga Teresa Zakrzewska	False
Bhimrao Ramji Ambedkar	Jacek Olgierd Kurski	False
Bhimrao Ramji Ambedkar	Imre Nemeth	False
Bhimrao Ramji Ambedkar	Boulay de la Meurthe	False
Bhimrao Ramji Ambedkar	Rudolphus	False
Bhimrao Ramji Ambedkar	Ewa Danuta Malik	False
Bhimrao Ramji Ambedkar	Karel Lodewijk Georgette Emmerence De Gucht	False
Bhimrao Ramji Ambedkar	Ichijou Norifusa	False
Bhimrao Ramji Ambedkar	Ichijo Norifusa	False
Bhimrao Ramji Ambedkar	Erzherzog Rainer	False
Maria Christina of the Two Sicilies	Nadezhda Nikolova	False
Maria Christina of the Two Sicilies	Nadezhda Neynsky	False
Maria Christina of the Two Sicilies	Nadezhda Mihailova	False
Maria Christina of the Two Sicilies	Huey Percy Newton	False
Maria Christina of the Two Sicilies	Dr. Huey P. Newton	False
Maria Christina of the Two Sicilies	Frederick Bousquet	False
Maria Christina of the Two Sicilies	John Pierce St. John	False
Maria Christina of the Two Sicilies	Oliver Wendell, Jr. Holmes	False
Maria Christina of the Two Sicilies	Oliver Wendell Holmes, Jr.	False
Maria Christina of the Two Sicilies	Oliver Wendell Holmes, jr.	False
Maria Christina of the Two Sicilies	Oliver Wendell Holmes, Jr	False
Maria Christina of the Two Sicilies	Oliver Wendell Holmes Jr.	False
Maria Christina of the Two Sicilies	Oliver Wendell Holmes Jr	False
Maria Christina of the Two Sicilies	Oliver W. Holmes, Jr.	False
Ivan II of Moscow	Yakov Matveyevich Bernshteyn-Kogan	False
Ángel de Saavedra, 3rd Duke of Rivas	Yakov Bernshteyn-Kogan	False
Irina Bokova	Hristina Hristova Velcheva	False
Irina Bokova	Lucius Dubignon Clay	False
Nadhim Zahawi	Lucius du Bignon Clay	False
Nadhim Zahawi	Lucius Clay	False
Nadine Dorries	Leonard Seweryn Krasulski	False
Nadine Dorries	Jerzy Marian Materna	False
Georgi Dimitrov	Chen Zhongfu	False
Georgi Dimitrov	Joachim Ammena van Plettenberg	False
Hubert Humphrey	Joachim Ammema van Plettenberg	False
Hubert Humphrey	Joachim Ammema Plettenberg	False
Charles G. Dawes	Joachim Amama van Plettenberg	False
Ivan II of Moscow	Gyula Illyes	False
Juan Alberto Belloch	Amre Moussa	False
David Amess	Amr Muhammad Moussa	False
David Amess	Amr Mouhammed Moussa Abu-Zeid	False
Graham Allen	Jose Paciano Laurel	False
Ivan Mikhailovich Obolensky	Koutarou Tanaka	False
Stuart Andrew	Kotaro Tanaka	False
Maria Miloslavskaya	Lars-Ivar Ericsson	False
Bernard Jauréguiberry	Khuloud Khalil Daibes	False
Bernard Jauréguiberry	Khouloud Douaibess	False
Bernard Jauréguiberry	William IV, Prince of Orange-Nassau	False
Willem van Heeckeren van Kell	Willem Karel Hendrik Friso	False
Edda Mussolini	prins van Oranje en Nassau Willem IV	False
Sergo Ordzhonikidze	Prince of Orange William IV	False
Sergo Ordzhonikidze	Prince of Orange Willem IV Karel Hendrik Friso	False
Sergo Ordzhonikidze	Guillaume IV stathouder de Hollande	False
Sergo Ordzhonikidze	Gonzalo Rojas Pizarro	False
Tim Yeo	Isaias Samakuva	False
George Young	William IV	False
George Young	General Secretary Chen Duxiu	False
George Young	Roberto Marcelo Levingston Laborda	False
Norman Baker	Hailemariam Dessalegn	False
Adolphe Crémieux	Hailemariam Desalegn Boshe	False
Phil Murphy	Haile Mariam Desalegne	False
Phil Murphy	J. Hoven	False
Valery Bukhvalov	Maurice Bourges-Maunoury	False
Valery Bukhvalov	Modesto Cortazar	False
George Young	Jacob Bernstein-Kohan	False
Ian Austin	Elisabeth Sophie of Brandenburg	False
Edda Mussolini	Kristina Marie Kerscher Keneally	False
Lin Tse-hsu	Kristina Marie Kerscher	False
Lin Tse-hsu	Kristina Kerscher Keneally	False
Lin Tse-hsu	Marshal Ancre	False
Lin Tse-hsu	Wallace White, Jr.	False
Lin Tse-hsu	Wallace H. White, Jr	False
Maria Amalia of Naples and Sicily	William H. English	False
Maria Amalia of Naples and Sicily	William English	False
Maria Amalia of Naples and Sicily	Karl Hilding Hagberg	False
Maria Amalia of Naples and Sicily	Elisabeth Sophie von Hohenzollern	False
Maria Amalia of Naples and Sicily	Elisabeth Sophie von Brandenburg	False
Maria Amalia of Naples and Sicily	Charles Benjamin Ross	False
Maria Amalia of Naples and Sicily	Barzilla Worth Clark	False
Maria Amalia of Naples and Sicily	Thaddeus H. Caraway	False
Barbara Franklin	Vincent-Marie de Vaublanc	False
Barbara Franklin	Ellis Ellwood Patterson	False
Barbara Franklin	Andrzej Zbigniew Lepper	False
Slavoj Žižek	Timothy Howe	False
Slavoj Žižek	Susan Carol Schwab	False
Ruth Rendell	Susan C. Schwab	False
Ruth Rendell	Ricardo de la Cierva y Codorniu	False
Ruth Rendell	Edward Augustus Stevenson	False
Ruth Rendell	Armando Calderon Sol	False
Ruth Rendell	Tomasz Edward Latos	False
Edward, the Black Prince	Sanford, Nathan	False
George Young	Ti-poil	False
Princess Alice of the United Kingdom	Hiram George Runnels	False
Princess Alice of the United Kingdom	Weiqing Qi	False
Princess Alice of the United Kingdom	Wei-chʻing Chʻi	False
Princess Alice of the United Kingdom	Tsʻi-Pai-Shi	False
Princess Alice of the United Kingdom	Qi Huang	False
Princess Alice of the United Kingdom	Po-shih Chʻi	False
Princess Alice of the United Kingdom	Pin-sheng Chʻi	False
Princess Alice of the United Kingdom	Paj-si Csi	False
Edward, the Black Prince	Pai-shih-shan-jen	False
Edward, the Black Prince	Pai-shih-lao-jen	False
Edward, the Black Prince	Pai-shih Chʻi	False
Rainier III, Prince of Mónaco	Pai-schi Tschi	False
Rainier III, Prince of Mónaco	Paek-sŏk Chae	False
Rainier III, Prince of Mónaco	Mujushi	False
Rainier III, Prince of Mónaco	Mu-chü-shih	False
Rainier III, Prince of Mónaco	Lanting Qi	False
Haagen Ludvig Bergh	Huang Qi	False
Charles Elliot	Hakuseki Sai	False
Charles Elliot	Chunzhi Qi	False
Charles Elliot	Chi Pai Shih	False
Joan the Lame	Chʻun-chih Chʻi	False
Joan the Lame	Ch'i Pai-shih	False
Joan the Lame	Čchi paj-š	False
Joan the Lame	Boshi Qi	False
Joan of Navarre	Baishilaoren	False
Rita Levi-Montalcini	Baishi Shanweng hao Baishi Laoren	False
Eugène de Beauharnais	Baishi Shanweng	False
Hastings Banda	Baishi Qi	False
Eugène de Beauharnais	Baĭ-shi T︠S︡i	False
Eugène de Beauharnais	Bai Shi Qi	False
Eugène de Beauharnais	Edward Rell (Ed) Madigan	False
Eugène de Beauharnais	Rene Levesque	False
Eugène de Beauharnais	John Michiner Haines	False
Eugène de Beauharnais	Charles Calvin Moore	False
Gyula Horn	James Taylor Lewis	False
Linda Lingle	Francisco Flores Perez	False
Eddard Stark	Vladimir Konstantinovich Bukovsky	False
Eddard Stark	Viktor Semyonovich Abakumov	False
Eddard Stark	Ramón Eusebio Castro Ruz	False
Eddard Stark	Ramon Castro Ruz	False
Rita Levi-Montalcini	Boris Ottokar Dittrich	False
Rita Levi-Montalcini	Samuel John Potter	False
Rita Levi-Montalcini	Roger Quarles Mills	False
Lin Tse-hsu	César Dujany	False
Lin Tse-hsu	Cesar Dujany	False
Lin Tse-hsu	Vladimir Dlouhy	False
Andrey Vyshinsky	Timothy Otis Howe	False
Andrey Vyshinsky	Nông Đức Mạnh	False
Ivan Konev	Mala Mustafa Barzani	False
David L. Cornwell	Mohammed Saeed al-Sahhaf	False
Oluf Steen Julius Berner	Klas Albert Lindhagen	False
Joseph Lister, 1st Baron Lister	James Lewis	False
Lawrence Eagleburger	Dennis Herron Murphree	False
Artemisia I of Caria	Mikhail Nikiforovich Katkov	False
Al-Qa'im	Michael Nikiforovitch Katkoff	False
Al-Qa'im	Rodney Dwight Grams	False
Joseph Lister, 1st Baron Lister	Frank Williams Hunt	False
J. Edgar Hoover	Edward Joseph King	False
Malam Bacai Sanhá	Roger de Breteuil	False
Marie Louise Gonzaga	William John McConnell	False
Richard Holbrooke	Ed King	False
Miguel de Unamuno	Alexander Gallatin McNutt	False
Miguel de Unamuno	Jose Antonio Aguirre	False
Empress Jingu	John Tracy Morrison	False
Inês de Medeiros	James M. Curley	False
Inês de Medeiros	J. M. Curley	False
Inês de Medeiros	Elbridge Gerry Lapham	False
Joseph Lister, 1st Baron Lister	Jacobus Herculaas de la Rey	False
Joseph Lister, 1st Baron Lister	Kenny Ewell Marchant	False
Alexis FitzGerald, Snr	Edward Cary Walthall	False
Louis-Alexandre Berthier	Paul Dever	False
Caiaphas	Paul A. Dever	False
Caiaphas	P. A. Dever	False
Caiaphas	David Preston Thompson	False
Al-Musta'sim	Nugzar Nuri-ipa Ashuba	False
Gabriela Szabo	Bako Sahaki Sahakyan	False
Igor Kurchatov	Morgan C. Hamilton	False
Steve Baker	George Robinson	False
Vasily II of Moscow	G. D. Robinson	False
Vasily II of Moscow	Frederic Thomas Greenhalge	False
Julia Soaemias	Edward Walthall	False
Sergio Ortega	Ida Margrete Meier Auken	False
Kaʻahumanu	Chase Addison Clark	False
Alexander Menshikov	James Henry Hawley	False
Alexander Menshikov	Alexander Rice	False
Artemisia I of Caria	Alexander Hamilton Rice	False
Charles IV	PPK	False
Charles IV	Pedro Pablo Kuczynski Godard	False
Charles IV	Pedro Kuczynski	False
Charles IV	Erik Gustav Geijer	False
Charles IV	Goce Delčev	False
Hamilcar Barca	Georgi Nikolov Delchev	False
Rick Santorum	Charles Aycock	False
Rick Santorum	Alejandro Mon y Menendez	False
Igor Kurchatov	John Brackett	False
Igor Kurchatov	José Antonio Aguirre y Lecube	False
Igor Kurchatov	Jose Antonio Aguirre y Lecube	False
Léon Moutrier	W. J. McConnell	False
Won Sei-hoon	Henry Clarence Baldridge	False
Alexei Navalny	Albert Viktor Julius Joseph Michael Graf von Mensdorff-Pouilly-Dietrichstein	False
Alexei Navalny	Albert Victor Julius Joseph Michael Graf von Mensdorff-Pouilly-Dietrichstein	False
Alexei Navalny	Carlos Melendez Ramirez	False
Gustav Krupp von Bohlen und Halbach	Daniel Norton	False
Sarvepalli Radhakrishnan	Joseph Buell Ely	False
Florence Harding	Serhiy Petrovych Klyuyev	False
Florence Harding	Ines Mendoza	False
Florence Harding	Joseph J. Roberts	False
Florence Harding	J. J. Roberts	False
Florence Harding	Walter Kwok Ping-sheung	False
Ed Balls	Kwok Ping-sheung	False
Vasyl Kochubey	Milka Novak	False
Vasyl Kochubey	Elizabeth Jane Barkley	False
Vasyl Kochubey	Charles Francis Hurley	False
Vasyl Kochubey	Luis Roldan	False
Vasyl Kochubey	Égide Rodolphe Nicolas Arntz	False
Vasyl Kochubey	Jacques Benoist-Mechin	False
Lyudmila Ocheretnaya	Cearbhall O Dalaigh	False
Lyudmila Ocheretnaya	Robert Fiske Bradford	False
Lyudmila Ocheretnaya	Frederick William Plaisted	False
Eleanor of Austria	Benjamin Franklin Flanders	False
Mirek Topolánek	Dionysius the Younger	False
Brian Cowen	Charles Schumer	False
Anatoly Logunov	"""Charles Ellis """"Chuck"""" Schumer"""	False
Catalina Micaela of Spain	Lord Lea of Crondall	False
Catalina Micaela of Spain	David Lea, Baron Lea of Crondall	False
Catalina Micaela of Spain	David Edward Lea, Baron Lea of Crondall	False
Catalina Micaela of Spain	David Edward Lea	False
Catalina Micaela of Spain	Baron Lea of Crondall	False
Albert the Bear	Anna Maria Corazza	False
Nicolas Oudinot	Theodore Roosevelt McKeldin	False
Nicolas Oudinot	Theodore R. McKeldin, Sr.	False
Nicolas Oudinot	Theodore R. McKeldin	False
Nicolas Oudinot	Lewis Orin Barrows	False
René Cassin	Irving Libby Jr.	False
René Cassin	Irving Libby	False
René Cassin	Irving Lewis Libby Jr.	False
Emil Hácha	Irve Libby Jr.	False
Antonio Saca	Irve Lewis Libby	False
Antonio Saca	"""Irve Lewis """"Scooter"""" Libby Jr."""	False
Antonio Saca	Irv Libby Jr.	False
Antonio Saca	Irv Libby	False
Princess Maria Annunciata of Bourbon-Two Sicilies	Irv Lewis Libby Jr.	False
Julia Grant	O.R.	False
Julia Grant	OR Tambo	False
Julia Grant	Vladimir Potiemkin	False
Georgios Papadopoulos	Vladimir P. Potemkin	False
Atal Bihari Vajpayee	Vladimir Petrovich Potemkin	False
Atal Bihari Vajpayee	Lars Helge Werner	False
Atal Bihari Vajpayee	Augustus Willson	False
Jeremy Wright	John Jeremiah Jacob	False
Jeremy Wright	John Jacob	False
Cassius Dio	Justinas Marcinkievicius	False
William Cullen, Baron Cullen of Whitekirk	Gustav von Rümelin	False
Peter Singer	yun qu shu wu	False
Peter Singer	Yu Wei Kang	False
Lho Shin-yong	Youwei Kang	False
David Turpie	you yin ting	False
O. P. Jindal	yi tian yuan	False
Gordon Banks	xu mi xue ting	False
Emmeline Pankhurst	xiao yao you zhai	False
Nicolai Henrik Knudtzon	xi qiao shan ren	False
Anni Sinnemäki	wan mu lou	False
Eleanor of Austria	wan mu cao tang	False
Julia Grant	tian you hua ren	False
Vasyl Kochubey	tian you ge	False
Antonín Novotný	tian xiao tang	False
Alexei Navalny	tian feng hai tao lou	False
James I of Aragon	su guang	False
James I of Aragon	ren tian lu	False
James I of Aragon	nan lan tang	False
James I of Aragon	nan hua	False
James I of Aragon	nan hai xian sheng	False
James I of Aragon	nan hai lao ren	False
James I of Aragon	na dong hai ting	False
James I of Aragon	ming yi zi	False
James I of Aragon	ming yi ge	False
James I of Aragon	ming yi	False
James I of Aragon	ming se ting	False
James I of Aragon	liao tian shi	False
James I of Aragon	lao yun huang guan	False
James I of Aragon	lao wo lu	False
James I of Aragon	lao nian qu	False
James I of Aragon	kang zu dai	False
James I of Aragon	kang sheng ren	False
James I of Aragon	K'ang Yu-wei	False
James I of Aragon	guang sha	False
James I of Aragon	geng sheng	False
James I of Aragon	geng shen	False
Elisabeta Lipă	fen wu ge	False
Louise Lake-Tack	da bi ge	False
Bibiana Aído	chang xing xue she	False
Nikolay Morozov	chang ru	False
Simon Wright	chang lan bie zhuang	False
Nikolay Morozov	bu ren	False
Mikhail Prokhorov	Augustus Everett Willson	False
Iain Wright	William Hall Gage, 2nd Viscount Gage of Castle Island	False
Mamie Eisenhower	Thomas Clement Douglas	False
Mamie Eisenhower	Joseph Eugène Schneider	False
Mamie Eisenhower	Eugene Schneider	False
Mamie Eisenhower	Eugène Ier Schneider	False
Helen Zille	Eugene Ier Schneider	False
Olga Lyubatovich	Drew Leiws	False
Lou Henry Hoover	Andrew Lindsay Lewis Jr.	False
Lou Henry Hoover	William Gage	False
Guto Bebb	Drew	False
Tatyana Golikova	Adnan Muzahim Ameen al-Pachachi	False
Tatyana Golikova	Adnan al-Pachachi	False
Stephen Barclay	Jose Napoleon Duarte	False
Mikhail Prokhorov	Changsu	False
Mikhail Prokhorov	James Alfred Pearce	False
Iveta Radičová	Guangxia	False
Sir George Stokes, 1st Baronet	Nanhai	False
Sir George Stokes, 1st Baronet	Kang Youwei	False
Sir George Stokes, 1st Baronet	Walid Kamal Jumblatt	False
Sir George Stokes, 1st Baronet	Lewis Libby Jr.	False
Sir George Stokes, 1st Baronet	Lewis Libby	False
Michalis Chrisochoidis	Shawn Michael Graham	False
Michalis Chrisochoidis	Oliver Reginald Kaizana Tambo	False
Richard Di Natale	O.R. Tambo	False
Jules Bordet	O. R. Tambo	False
Hugh Bayley	Josep Enric Dalleres	False
Princess Louise of Prussia	Josep Dallerès Codina	False
Stephen Barclay	Josep Dalleres Codina	False
Stephen Barclay	Gengsheng	False
Levy Mwanawasa	Polina Semyonovna Zhemchuzhina	False
Margaret Beckett	Polina Semenovna Zhemchuzhina	False
Louise Hippolyte I, Princess of Monaco	Isaac Samuels Pennybacker	False
Louise Hippolyte I, Princess of Monaco	Giulio Rodino	False
Louise Hippolyte I, Princess of Monaco	Charles Rangel	False
Louise Hippolyte I, Princess of Monaco	Charles Bernard Rangel	False
Aleksandr Khvostov	Taixingkehan	False
Aleksandr Khvostov	Moergenwang	False
Anne Begg	Moergendaiqing	False
Kevin Barron	Maodexiudaoguangyedinggonganminlizhengchengjingyihuangdi	False
Shaukat Hussein Mazari	Jiuwang	False
Anthemius	Heshuoruizhongqinwang	False
James I of Aragon	Chengzongyihuangdi	False
James I of Aragon	Aixinjueluo Duoergun	False
Alan Beith	Aisin Gioro Dorgon	False
Alan Beith	William Buckingham	False
Harriett Baldwin	Ruiwang	False
Duqaq	Henriette van der Schalk	False
Mihály Ráday	Henriette van der Schalck	False
Irina Rodnina	Henriette Holst	False
Constans	Shehu Usman Aliyu Shagari	False
Constans	Flavius Eutychianus	False
Constans	Timothy Michael Kaine	False
Lady Bird Johnson	"""Timothy Michael """"Tim"""" Kaine"""	False
Horace R. Kornegay	Timothy M Kaine	False
Pita Sharples	Timothy Kaine	False
Pita Sharples	Mehmed Kâmil Pasha	False
Pita Sharples	Kibrisli Meḥmed Kāmil Pāşā	False
Pita Sharples	Kamil Pasha	False
Pita Sharples	Franklin Harper Elmore	False
Pita Sharples	Sir Albert Michael Margai	False
Lady Bird Johnson	Müezzinzâde Hâfız Ahmed Paşa	False
Lady Bird Johnson	Müezzinzâde Hafız Ahmed Paşa	False
Lady Bird Johnson	Müezzinzade Hâfız Ahmed Paşa	False
